uri,sort_name,authority_id,created_by,
/agents/people/57632,"Carrel, Anne",http://id.loc.gov/authorities/names/n84800940,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57634,"Emery, Lewis, 1839-1924",http://id.loc.gov/authorities/names/nr93011598,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57649,"Mayer, J. R. (John R.)",http://id.loc.gov/authorities/names/no2013143873,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57659,"Haydn, Hiram Collins, 1907-1973",http://id.loc.gov/authorities/names/n79142970,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57666,"Foulc, Thiéri",http://id.loc.gov/authorities/names/nr90013705,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57667,"Cox, Alva I.",http://id.loc.gov/authorities/names/n91086199,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57682,"Wyndham, Violet",http://id.loc.gov/authorities/names/nr98041691,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57693,"Sullivan, Jack, 1936-",http://id.loc.gov/authorities/names/n2003044746,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57700,"Cohrssen, Hans R. L.",http://id.loc.gov/authorities/names/no96062718,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57715,"Heller, Alfred E.",http://id.loc.gov/authorities/names/nr95014014,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57724,"Bird, Jonathan, 1747-1813",http://id.loc.gov/authorities/names/n83238568,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57734,"Melchior-Bonnet, Christian",http://id.loc.gov/authorities/names/n81033648,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57743,"Adams, John Chester",http://id.loc.gov/authorities/names/no2005075188,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57750,"Coit, John",http://id.loc.gov/authorities/names/n82231648,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57755,"Silver, Maury, 1944-",http://id.loc.gov/authorities/names/n81054775,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57761,"Schmidt, Benno C., 1942-",http://id.loc.gov/authorities/names/n85098574,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57811,"Kauser, Alice, 1872-1945",http://id.loc.gov/authorities/names/no2003020060,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57812,"Por, Odon",http://id.loc.gov/authorities/names/n95027578,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57822,"Lada-Mocarski, Valerian, 1898-1971",http://id.loc.gov/authorities/names/nr97030886,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57842,"Gardner, Herbert",http://id.loc.gov/authorities/names/n2002064822,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57855,"Mather, Amasa Stone, 1884-1920",http://id.loc.gov/authorities/names/n93015738,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57862,"Ryden, George Herbert, 1884-1941",http://id.loc.gov/authorities/names/no97013936,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57866,"Pope-Hennessy, James",http://id.loc.gov/authorities/names/n50023188,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57885,"Leavenworth, Mark, 1752-1812",http://id.loc.gov/authorities/names/n85050026,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57896,"Partridge, Samuel",http://id.loc.gov/authorities/names/no90010079,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57918,"Rogers, Samuel, 1824-",http://id.loc.gov/authorities/names/n2012005952,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57928,"Sherman, Nathaniel, 1727-1797",http://id.loc.gov/authorities/names/n97050422,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57931,"Gordon, Theodore, 1854-1915",http://id.loc.gov/authorities/names/n88278362,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57934,"Kidd, James W.",http://id.loc.gov/authorities/names/n84009631,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57942,"Banquer, Earl M.",http://id.loc.gov/authorities/names/n78036517,lyrasis-dts,Could not retrieve Wikidata URI
/agents/people/57944,"Couey, Fred",http://id.loc.gov/authorities/names/no2005043413,lyrasis-dts,Could not retrieve Wikidata URI
